,Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Match_ID,Bowler,Player_ID
102,9,1,29,2,3.22,14.5,27,v India,Cuttack,29-Nov-11,ODI # 3217,Andre Russell,276298
103,8.1,0,60,0,7.34,-,-,v India,Visakhapatnam,02-Dec-11,ODI # 3219,Andre Russell,276298
104,4,0,25,0,6.25,-,-,v India,Ahmedabad,05-Dec-11,ODI # 3221,Andre Russell,276298
105,7,0,63,1,9,63,42,v India,Indore,08-Dec-11,ODI # 3223,Andre Russell,276298
106,6,0,31,0,5.16,-,-,v India,Chennai,11-Dec-11,ODI # 3224,Andre Russell,276298
107,4,0,21,0,5.25,-,-,v Australia,Kingstown,16-Mar-12,ODI # 3262,Andre Russell,276298
108,6,0,14,0,2.33,-,-,v Australia,Kingstown,18-Mar-12,ODI # 3264,Andre Russell,276298
109,5,0,28,0,5.6,-,-,v Australia,Kingstown,20-Mar-12,ODI # 3266,Andre Russell,276298
110,7,0,34,2,4.85,17,21,v Australia,Gros Islet,23-Mar-12,ODI # 3268,Andre Russell,276298
111,9,0,61,4,6.77,15.25,13.5,v Australia,Gros Islet,25-Mar-12,ODI # 3269,Andre Russell,276298
112,6,0,43,0,7.16,-,-,v England,Southampton,16-Jun-12,ODI # 3276,Andre Russell,276298
113,10,0,45,4,4.5,11.25,15,v New Zealand,Kingston,05-Jul-12,ODI # 3283,Andre Russell,276298
114,9,0,51,1,5.66,51,54,v New Zealand,Kingston,07-Jul-12,ODI # 3285,Andre Russell,276298
115,9,0,57,4,6.33,14.25,13.5,v New Zealand,Basseterre,11-Jul-12,ODI # 3288,Andre Russell,276298
116,6,0,49,1,8.16,49,36,v New Zealand,Basseterre,14-Jul-12,ODI # 3289,Andre Russell,276298
117,4,1,25,0,6.25,-,-,v New Zealand,Basseterre,16-Jul-12,ODI # 3290,Andre Russell,276298
118,7,0,28,1,4,28,42,v Bangladesh,Khulna,30-Nov-12,ODI # 3309,Andre Russell,276298
119,9,0,58,1,6.44,58,54,v Bangladesh,Khulna,02-Dec-12,ODI # 3310,Andre Russell,276298
120,10,0,51,0,5.1,-,-,v Bangladesh,Dhaka,08-Dec-12,ODI # 3313,Andre Russell,276298
121,5,0,41,0,8.2,-,-,v Australia,Canberra,06-Feb-13,ODI # 3332,Andre Russell,276298
122,6,0,40,1,6.66,40,36,v Australia,Sydney,08-Feb-13,ODI # 3333,Andre Russell,276298
123,7,0,24,2,3.42,12,21,v Zimbabwe,St George's,22-Feb-13,ODI # 3337,Andre Russell,276298
124,6,0,29,0,4.83,-,-,v Zimbabwe,St George's,24-Feb-13,ODI # 3339,Andre Russell,276298
125,4,0,31,2,7.75,15.5,12,v New Zealand,Hamilton,08-Jan-14,ODI # 3453,Andre Russell,276298
126,4,0,21,1,5.25,21,24,v India,Kochi,08-Oct-14,ODI # 3531,Andre Russell,276298
127,3,0,14,0,4.66,-,-,v India,Delhi,11-Oct-14,ODI # 3533,Andre Russell,276298
128,7,0,48,1,6.85,48,42,v India,Dharamsala,17-Oct-14,ODI # 3535,Andre Russell,276298
129,10,0,51,2,5.1,25.5,30,v South Africa,Durban,16-Jan-15,ODI # 3579,Andre Russell,276298
130,10,0,78,1,7.8,78,60,v South Africa,Johannesburg,18-Jan-15,ODI # 3583,Andre Russell,276298
131,5,0,15,0,3,-,-,v South Africa,East London,21-Jan-15,ODI # 3587,Andre Russell,276298
132,10,1,60,1,6,60,60,v South Africa,Port Elizabeth,25-Jan-15,ODI # 3591,Andre Russell,276298
133,8,0,85,3,10.62,28.33,16,v South Africa,Centurion,28-Jan-15,ODI # 3593,Andre Russell,276298
134,6,0,33,0,5.5,-,-,v Ireland,Nelson,16-Feb-15,ODI # 3603,Andre Russell,276298
135,8,2,33,3,4.12,11,16,v Pakistan,Christchurch,21-Feb-15,ODI # 3608,Andre Russell,276298
136,5,0,44,0,8.8,-,-,v Zimbabwe,Canberra,24-Feb-15,ODI # 3612,Andre Russell,276298
137,9,0,74,2,8.22,37,27,v South Africa,Sydney,27-Feb-15,ODI # 3616,Andre Russell,276298
138,8,0,43,2,5.37,21.5,24,v India,Perth,06-Mar-15,ODI # 3625,Andre Russell,276298
139,8,3,20,2,2.5,10,24,v U.A.E.,Napier,15-Mar-15,ODI # 3638,Andre Russell,276298
140,10,0,96,2,9.6,48,30,v New Zealand,Wellington,21-Mar-15,ODI # 3643,Andre Russell,276298
141,0.5,0,18,0,21.6,-,-,v Sri Lanka,Colombo (RPS),01-Nov-15,ODI # 3701,Andre Russell,276298
142,9,0,62,1,6.88,62,54,v Bangladesh,Providence,22-Jul-18,ODI # 4022,Andre Russell,276298
143,10,1,29,2,2.9,14.5,30,v Bermuda,King City (NW),20-Aug-08,ODI # 2746,Kemar Roach,230553
144,8,0,49,1,6.12,49,48,v Canada,King City (NW),22-Aug-08,ODI # 2749,Kemar Roach,230553
145,10,0,44,5,4.4,8.8,12,v Bangladesh,Roseau,26-Jul-09,ODI # 2862,Kemar Roach,230553
146,7.5,0,55,1,7.02,55,47,v Bangladesh,Roseau,28-Jul-09,ODI # 2863,Kemar Roach,230553
147,9.5,1,63,4,6.4,15.75,14.7,v Bangladesh,Basseterre,31-Jul-09,ODI # 2865,Kemar Roach,230553
148,10,0,73,2,7.3,36.5,30,v Australia,Johannesburg,26-Sep-09,ODI # 2897,Kemar Roach,230553
149,6,1,27,1,4.5,27,36,v India,Johannesburg,30-Sep-09,ODI # 2904,Kemar Roach,230553
150,10,1,41,1,4.1,41,60,v Australia,Melbourne,07-Feb-10,ODI # 2950,Kemar Roach,230553
151,6,0,44,1,7.33,44,36,v Australia,Adelaide,09-Feb-10,ODI # 2952,Kemar Roach,230553
152,9,0,34,1,3.77,34,54,v Zimbabwe,Providence,04-Mar-10,ODI # 2967,Kemar Roach,230553
153,9.5,0,37,3,3.76,12.33,19.6,v Zimbabwe,Providence,06-Mar-10,ODI # 2970,Kemar Roach,230553
154,9,1,28,3,3.11,9.33,18,v Zimbabwe,Kingstown,10-Mar-10,ODI # 2972,Kemar Roach,230553
155,7.2,0,30,1,4.09,30,44,v Zimbabwe,Kingstown,12-Mar-10,ODI # 2974,Kemar Roach,230553
157,8,0,29,0,3.62,-,-,v Sri Lanka,Colombo (SSC),03-Feb-11,ODI # 3096,Kemar Roach,230553
158,8,0,42,1,5.25,42,48,v South Africa,Delhi,24-Feb-11,ODI # 3106,Kemar Roach,230553
159,8.3,0,27,6,3.17,4.5,8.5,v Netherlands,Delhi,28-Feb-11,ODI # 3112,Kemar Roach,230553
160,6,0,19,3,3.16,6.33,12,v Bangladesh,Dhaka,04-Mar-11,ODI # 3118,Kemar Roach,230553
161,8,0,34,1,4.25,34,48,v Ireland,Mohali,11-Mar-11,ODI # 3126,Kemar Roach,230553
162,9.4,2,34,2,3.51,17,29,v England,Chennai,17-Mar-11,ODI # 3135,Kemar Roach,230553
163,5.5,0,39,0,6.68,-,-,v Pakistan,Dhaka,23-Mar-11,ODI # 3142,Kemar Roach,230553
164,9.3,0,58,0,6.1,-,-,v Pakistan,Gros Islet,23-Apr-11,ODI # 3152,Kemar Roach,230553
165,9,1,43,0,4.77,-,-,v Pakistan,Gros Islet,25-Apr-11,ODI # 3153,Kemar Roach,230553
166,9,0,36,0,4,-,-,v Pakistan,Bridgetown,28-Apr-11,ODI # 3154,Kemar Roach,230553
167,10,0,67,2,6.7,33.5,30,v Pakistan,Bridgetown,02-May-11,ODI # 3155,Kemar Roach,230553
168,8.2,0,46,0,5.52,-,-,v India,North Sound,11-Jun-11,ODI # 3161,Kemar Roach,230553
169,8,1,22,0,2.75,-,-,v India,North Sound,13-Jun-11,ODI # 3162,Kemar Roach,230553
170,10,0,52,2,5.2,26,30,v India,Kingston,16-Jun-11,ODI # 3163,Kemar Roach,230553
171,8,0,48,0,6,-,-,v Bangladesh,Dhaka,13-Oct-11,ODI # 3198,Kemar Roach,230553
172,10,1,49,3,4.9,16.33,20,v Bangladesh,Dhaka,15-Oct-11,ODI # 3200,Kemar Roach,230553
173,5,0,16,1,3.2,16,30,v Bangladesh,Chattogram,18-Oct-11,ODI # 3202,Kemar Roach,230553
174,10,0,46,3,4.6,15.33,20,v India,Cuttack,29-Nov-11,ODI # 3217,Kemar Roach,230553
175,10,0,40,2,4,20,30,v India,Visakhapatnam,02-Dec-11,ODI # 3219,Kemar Roach,230553
176,10,0,54,1,5.4,54,60,v India,Ahmedabad,05-Dec-11,ODI # 3221,Kemar Roach,230553
177,10,0,88,1,8.8,88,60,v India,Indore,08-Dec-11,ODI # 3223,Kemar Roach,230553
178,8,0,46,2,5.75,23,24,v India,Chennai,11-Dec-11,ODI # 3224,Kemar Roach,230553
179,10,1,33,2,3.3,16.5,30,v Australia,Kingstown,16-Mar-12,ODI # 3262,Kemar Roach,230553
180,8,3,23,2,2.87,11.5,24,v Australia,Kingstown,18-Mar-12,ODI # 3264,Kemar Roach,230553
181,10,0,42,2,4.2,21,30,v Australia,Kingstown,20-Mar-12,ODI # 3266,Kemar Roach,230553
182,9.3,0,74,2,7.78,37,28.5,v Australia,Gros Islet,23-Mar-12,ODI # 3268,Kemar Roach,230553
183,9,0,53,3,5.88,17.66,18,v Australia,Gros Islet,25-Mar-12,ODI # 3269,Kemar Roach,230553
184,7,0,48,0,6.85,-,-,v Bangladesh,Khulna,30-Nov-12,ODI # 3309,Kemar Roach,230553
185,8,0,29,2,3.62,14.5,24,v Bangladesh,Dhaka,07-Dec-12,ODI # 3312,Kemar Roach,230553
186,9,0,56,5,6.22,11.2,10.8,v Bangladesh,Dhaka,08-Dec-12,ODI # 3313,Kemar Roach,230553
187,2,0,29,0,14.5,-,-,v Australia,Perth,01-Feb-13,ODI # 3330,Kemar Roach,230553
188,10,0,51,1,5.1,51,60,v Australia,Perth,03-Feb-13,ODI # 3331,Kemar Roach,230553
189,9,1,72,1,8,72,54,v Australia,Canberra,06-Feb-13,ODI # 3332,Kemar Roach,230553
190,10,0,52,1,5.2,52,60,v Australia,Melbourne,10-Feb-13,ODI # 3334,Kemar Roach,230553
191,8,1,15,1,1.87,15,48,v Zimbabwe,St George's,22-Feb-13,ODI # 3337,Kemar Roach,230553
192,10,1,63,1,6.3,63,60,v Zimbabwe,St George's,24-Feb-13,ODI # 3339,Kemar Roach,230553
193,7,3,15,0,2.14,-,-,v Zimbabwe,St George's,26-Feb-13,ODI # 3340,Kemar Roach,230553
194,10,4,28,3,2.8,9.33,20,v Pakistan,The Oval,07-Jun-13,ODI # 3364,Kemar Roach,230553
195,6,0,47,0,7.83,-,-,v India,The Oval,11-Jun-13,ODI # 3368,Kemar Roach,230553
196,7,1,41,0,5.85,-,-,v Sri Lanka,Kingston,28-Jun-13,ODI # 3378,Kemar Roach,230553
197,10,2,41,2,4.1,20.5,30,v India,Kingston,30-Jun-13,ODI # 3380,Kemar Roach,230553
198,10,2,69,1,6.9,69,60,v India,Port of Spain,05-Jul-13,ODI # 3383,Kemar Roach,230553
199,8,2,27,4,3.37,6.75,12,v Sri Lanka,Port of Spain,07-Jul-13,ODI # 3385,Kemar Roach,230553
